year,journal,baseline_if,filtered_rif,weighted_rif
2011,CA A Cancer Journal for Clinicians,11.0,9.0,9.0
2011,Diabetes,10.6364,8.3636,8.3939
2011,Clinical Oral Implants Research,7.0,5.0,4.1667
2011,Immunity,13.5,12.0,11.875
2011,The Journal of Clinical Endocrinology & Metabolism,14.5714,11.8571,11.8571
2011,PLoS Genetics,16.0,12.5,12.375
2011,European Journal of Vascular and Endovascular Surgery,6.0,5.0,5.0
2011,CHEST Journal,2.0,0.0,0.0
2011,Current Diabetes Reports,3.0,2.0,2.0
2011,Nature,8.0,6.5,6.5
2011,Annals of Surgery,8.0,7.0,7.0
2011,Nature Reviews Endocrinology,10.0,8.0,8.0
2011,Endocrine Reviews,23.0,16.6667,16.7222
2011,Analytical Chemistry,0.0,0.0,0.0
2011,The Korean Journal of Internal Medicine,4.0,1.0,1.0
2011,Toxicology and Applied Pharmacology,3.0,3.0,2.1667
2011,The Diabetes Educator,4.75,3.75,3.75
2011,Diabetes Obesity and Metabolism,4.3333,3.3333,3.3333
2011,Endocrinology,1.0,0.0,0.0
2011,Journal of Psychosomatic Research,15.0,14.0,14.0
2011,The Lancet Infectious Diseases,7.0,6.0,6.0
2011,Clinical Journal of the American Society of Nephrology,5.0,4.0,4.0
2011,BMJ,8.8333,7.3333,7.3333
2011,Diabetes/Metabolism Research and Reviews,17.0,13.5,13.6667
2011,Journal of General Internal Medicine,2.5,2.0,1.8334
2011,Cell Metabolism,7.0,4.0,4.0
2011,Archives of Dermatology,3.0,2.0,2.0
2011,Diabetes Technology & Therapeutics,3.5,3.0,2.8333
2011,Journal of the American Society of Nephrology,9.3333,9.3333,9.3333
2011,European Journal of Cardiovascular Prevention & Rehabilitation,12.0,11.0,11.0
2011,Current Opinion in Endocrinology Diabetes and Obesity,2.0,2.0,2.0
2011,Nutrition Research,5.0,4.0,3.5
2011,Journal of Health Care for the Poor and Underserved,1.0,1.0,1.0
2011,Otology & Neurotology,2.0,2.0,1.5
2011,Birth Defects Research Part A Clinical and Molecular Teratology,14.0,13.0,11.6667
2011,American Journal of Obstetrics and Gynecology,3.0,3.0,3.0
2011,Obesity Surgery,4.0,3.0,3.0
2011,Proceedings of the National Academy of Sciences,2.6,2.0,1.9
2011,American Journal of Respiratory and Critical Care Medicine,12.0,10.0,10.0
2011,The Journal of Maternal-Fetal & Neonatal Medicine,5.0,4.0,4.0
2011,Nature Reviews Drug Discovery,13.3333,11.0,10.6667
2011,Journal of Clinical Oncology,2.5,1.5,1.5
2011,Population Health Metrics,11.0,9.0,9.0
2011,Acta Diabetologica,4.5,4.0,4.0
2011,Autophagy,9.0,8.0,8.0
2011,British Journal of Clinical Pharmacology,10.0,7.0,7.0
2011,International Journal of Gynecology & Obstetrics,10.0,10.0,10.0
2011,Hormone and Metabolic Research,50.0,43.5,43.5
2011,ALTEX,0.0,0.0,0.0
2011,Science Translational Medicine,9.0,8.0,7.5
2011,Journal of Diabetes Science and Technology,4.0,3.0,2.75
2011,Accounts of Chemical Research,2.0,2.0,2.0
2011,The ISME Journal,5.0,4.0,4.0
2011,Pediatric Diabetes,17.8,15.0,14.7
2011,Unknown,27.0,24.0,23.75
2011,Public Health Reports,0.0,0.0,0.0
2011,Journal of Alzheimer s Disease,3.0,3.0,3.0
2011,Medicine & Science in Sports & Exercise,36.0,31.0,31.0
2011,BMC Medical Informatics and Decision Making,4.0,3.0,3.0
2011,Annals of the New York Academy of Sciences,26.0,21.0,21.0
2011,European Psychiatry,11.0,8.0,8.0
2011,Health and Quality of Life Outcomes,5.0,2.0,2.0
2011,Neurology,5.0,4.0,4.0
2011,Diabetology International,15.0,12.0,11.6667
2011,International Journal of Andrology,11.0,8.0,8.0
2011,Investigative Ophthalmology & Visual Science,4.0,3.0,3.0
2011,IEEE Reviews in Biomedical Engineering,11.0,6.0,6.25
2011,Antioxidants and Redox Signaling,18.0,15.0,14.3333
2011,Biological Psychiatry,8.0,6.0,6.0
2011,Nutrition Research Reviews,2.0,2.0,2.0
2011,Current Opinion in Pediatrics,17.0,13.0,12.0
2011,Journal of Diabetes,12.0,11.0,10.5
2011,Physiology & Behavior,11.0,8.0,8.0
2011,Circulation Research,5.5,5.0,5.0
2011,Frontiers in bioscience,16.0,11.0,11.0
2011,Journal of Proteome Research,2.0,2.0,2.0
2011,Reviews in Endocrine and Metabolic Disorders,34.0,27.0,26.75
2011,Autoimmunity Reviews,6.0,6.0,5.5
2011,The Journal of Immunology,3.0,2.0,2.0
2011,Current Diabetes Reviews,13.0,11.0,11.0
2011,Mediators of Inflammation,11.0,8.0,7.75
2011,Lipids,4.0,3.5,3.3334
2011,Journal of Epidemiology & Community Health,3.0,3.0,3.0
2011,Diabetes and Vascular Disease Research,7.0,6.0,5.5
2011,Journal of Endocrinology,26.0,23.0,22.5
2011,Nature Reviews Neurology,18.0,15.0,15.0
2011,Journal of Behavioral Medicine,4.0,3.0,3.0
2011,Hypertension,1.0,1.0,1.0
2011,Human Reproduction Update,6.0,6.0,5.75
2011,Medicine,12.0,8.0,8.0
2011,Nature reviews. Immunology,20.0,14.0,14.3333
2011,Physiology,18.0,16.0,16.0
2011,European Journal of Pharmacology,0.0,0.0,0.0
2011,The Journal of Nutritional Biochemistry,18.0,14.0,14.0
2011,Health Affairs,6.0,3.0,3.0
2011,Trends in Biochemical Sciences,1.0,1.0,1.0
2011,Annual Review of Medicine,7.0,3.5,3.5
2011,Osteoporosis International,2.0,1.0,1.0
2011,Cancer,14.0,10.0,10.0
2011,Islets,9.0,7.0,7.3333
2011,The American Journal of Gastroenterology,5.0,3.0,3.0
2011,Human Mutation,11.0,10.0,10.0
2011,Science,6.0,4.5,4.5
2011,APOPTOSIS,12.5,9.5,9.25
2011,Metabolism,51.0,43.0,43.0
2011,Endocrine Practice,12.0,11.0,11.0
2011,Social Science & Medicine,8.0,7.0,6.1667
2011,American Journal of Preventive Medicine,12.0,10.0,10.0
2011,American Journal of Clinical Nutrition,3.0,2.0,2.0
2011,Trends in Endocrinology and Metabolism,9.0,8.0,8.0
2011,Clinical Chemistry,0.0,0.0,0.0
2011,Pharmacological Reports,2.0,2.0,2.0
2011,American Journal of Tropical Medicine and Hygiene,5.0,4.0,4.0
2011,European journal of medical research,16.0,15.0,15.0
2011,The Journal of Steroid Biochemistry and Molecular Biology,10.0,8.0,8.0
2011,Journal of Bone and Joint Surgery,3.0,2.0,2.0
2011,JNCI Journal of the National Cancer Institute,1.0,0.0,0.0
2011,Kidney International,9.0,7.0,7.0
2011,American Journal of Psychiatry,4.0,4.0,4.0
2011,PEDIATRICS,11.0,9.0,9.0
2011,Ophthalmology,0.0,0.0,0.0
2011,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),4.0,3.0,3.0
2012,Diabetes Care,11.7746,9.7746,9.7218
2012,Journal of Applied Physiology,2.0,2.0,2.0
2012,The Lancet,14.3,10.4,10.3
2012,Clinical Therapeutics,14.0,9.0,9.0
2012,Diabetes Research and Clinical Practice,7.625,6.5,6.4375
2012,International Journal of Cancer,15.0,13.0,13.0
2012,Cochrane Database of Systematic Reviews,14.6667,12.3333,12.3333
2012,PubMed,4.5,3.5,3.5
2012,The Journal of Pathology,2.0,2.0,2.0
2012,Journal of Clinical Investigation,4.0,2.5,2.3334
2012,Clinical Chemistry,31.6667,27.3333,27.3333
2012,Nature Medicine,7.0,7.0,7.0
2012,Nature reviews. Immunology,24.0,19.5,19.5
2012,New England Journal of Medicine,8.6316,7.0526,7.0526
2012,JAMA,5.5,4.1667,4.1667
2012,Nature Reviews Molecular Cell Biology,0.0,0.0,0.0
2012,The Review of Diabetic Studies,4.0,4.0,4.0
2012,Journal of the American College of Cardiology,14.0,10.5,10.5
2012,Translational research,4.0,2.0,2.0
2012,Diabetologia,8.2273,6.3636,6.3712
2012,Diabetes,6.4444,4.8889,4.8056
2012,Indian Journal of Endocrinology and Metabolism,20.0,16.0,15.4667
2012,Current Microbiology,5.0,4.0,4.0
2012,Clinical Chemistry and Laboratory Medicine (CCLM),7.0,5.0,5.0
2012,Yearbook of Sports Medicine,0.0,0.0,0.0
2012,American Journal of Preventive Medicine,2.0,1.0,1.0
2012,PLoS ONE,6.2857,4.7143,4.5714
2012,Clinical Science,16.0,13.0,13.0
2012,Journal of Diabetes Investigation,18.0,14.0,14.0
2012,Nutrition Metabolism and Cardiovascular Diseases,31.5,27.0,27.0
2012,Nature Reviews Endocrinology,15.5714,12.2857,12.0952
2012,Antioxidants and Redox Signaling,20.5,16.5,16.5
2012,Canadian Medical Association Journal,8.0,8.0,8.0
2012,Environmental Health Perspectives,2.0,1.0,1.0
2012,Archives of Internal Medicine,20.4,17.0,17.0
2012,Endocrine Reviews,22.3333,18.3333,18.3333
2012,Diabetic Medicine,6.0,4.5,4.3021
2012,Trends in Molecular Medicine,3.5,3.0,3.0
2012,IEEE Transactions on Information Technology in Biomedicine,5.0,5.0,5.0
2012,Mechanisms of Ageing and Development,13.0,11.0,10.0
2012,Nature Immunology,3.5,2.5,2.5
2012,Free Radical Biology and Medicine,11.0,8.5,8.0833
2012,The Diabetes Educator,4.5,3.5,3.0
2012,Nature Genetics,9.6,8.8,8.8
2012,Obstetrics and Gynecology,4.0,1.0,1.0
2012,Endocrinology and Metabolism Clinics of North America,25.0,22.25,22.25
2012,Obesity,3.0,3.0,3.0
2012,CA A Cancer Journal for Clinicians,19.0,16.0,16.0
2012,American Journal of Public Health,6.0,2.0,2.0
2012,Clinical Oral Implants Research,7.0,7.0,7.0
2012,BMC Medicine,10.0,9.5,9.5
2012,Immunity,16.0,13.5,13.5
2012,Endocrine,0.0,0.0,0.0
2012,PLoS Genetics,12.6667,11.0,11.0
2012,European Journal of Vascular and Endovascular Surgery,6.0,4.0,4.0
2012,CHEST Journal,2.0,0.0,0.0
2012,Current Diabetes Reports,4.25,3.25,3.25
2012,Nature,9.5,8.0,8.0
2012,Hypertension,8.0,6.0,6.0
2012,Annals of Surgery,9.0,7.0,7.0
2012,Annals of Internal Medicine,9.0,6.75,6.6667
2012,BMJ,10.25,8.5,8.4583
2012,Analytical Chemistry,0.0,0.0,0.0
2012,Annals of Behavioral Medicine,4.0,3.0,3.0
2012,American Journal of Physiology-Gastrointestinal and Liver Physiology,0.0,0.0,0.0
2012,Clinical Journal of the American Society of Nephrology,2.5,1.5,1.5
2012,Epidemiologic Reviews,27.0,21.0,21.0
2012,Thrombosis Research,9.0,7.0,7.0
2012,Psychosomatics,30.0,24.0,24.0
2012,The Korean Journal of Internal Medicine,4.0,2.0,2.0
2012,Diabetes Obesity and Metabolism,4.25,3.75,3.75
2012,The Open Nutraceuticals Journal,0.0,0.0,0.0
2012,Circulation,7.2857,6.5714,6.5714
2012,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,12.0,11.0,11.0
2012,Endocrinology,1.5,1.0,1.0
2012,Journal of Psychosomatic Research,15.0,11.0,11.0
2012,Diabetes Metabolic Syndrome and Obesity,11.0,10.0,10.0
2012,The American Journal of Medicine,10.0,7.6667,7.6667
2012,Journal of General Internal Medicine,2.5,1.0,1.0
2012,Physiological Reviews,51.0,42.5,42.5
2012,Scandinavian Journal of Public Health,2.0,2.0,2.0
2012,Diabetes Technology & Therapeutics,7.5,5.5,5.5
2012,Archives of Surgery,12.0,8.0,8.0
2012,Journal of Health Communication,5.0,4.0,3.5
2012,European Journal of Cardiovascular Prevention & Rehabilitation,12.0,8.0,8.0
2012,Current Opinion in Endocrinology Diabetes and Obesity,2.5,2.0,2.0
2012,Nutrition Research,5.0,5.0,5.0
2012,Journal of Health Care for the Poor and Underserved,1.0,1.0,1.0
2012,International Journal of Clinical Practice,18.0,16.0,14.9167
2012,Otology & Neurotology,2.0,2.0,2.0
2012,American Journal of Clinical Nutrition,11.6667,10.3333,10.1
2012,Birth Defects Research Part A Clinical and Molecular Teratology,16.0,14.0,13.3333
2012,American Journal of Obstetrics and Gynecology,4.0,4.0,4.0
2012,Obesity Surgery,6.0,6.0,6.0
2012,Proceedings of the National Academy of Sciences,4.25,2.5,2.375
2012,The Journal of Maternal-Fetal & Neonatal Medicine,7.0,4.0,4.0
2012,Nature Reviews Drug Discovery,8.0,6.0,6.0
2012,Population Health Metrics,12.0,11.0,11.0
2012,Autophagy,11.0,11.0,11.0
2012,Science Translational Medicine,3.6667,2.3333,2.5278
2012,Clinical Psychology Review,10.0,7.0,7.0
2012,The Journal of Clinical Endocrinology & Metabolism,8.0,6.0,5.6333
2012,British Journal of Clinical Pharmacology,13.0,6.0,6.0
2012,Diabetes/Metabolism Research and Reviews,15.75,12.5,12.2917
2012,Hormone and Metabolic Research,52.5,44.5,44.25
2012,ALTEX,0.0,0.0,0.0
2012,Journal of Diabetes Science and Technology,4.0,3.0,3.0
2012,BMC Pregnancy and Childbirth,8.0,7.0,7.0
2012,Accounts of Chemical Research,2.0,2.0,1.5
2012,The ISME Journal,5.0,4.0,4.0
2012,Value in Health,4.0,1.0,1.0
2012,Unknown,28.5,24.0,24.0
2012,Public Health Reports,0.0,0.0,0.0
2012,Cell Metabolism,1.5,1.5,1.5
2012,Journal of Dental Research,11.0,11.0,11.0
2012,Medicine & Science in Sports & Exercise,37.0,29.0,29.0
2012,BMC Medical Informatics and Decision Making,4.0,3.0,3.0
2012,Diabetes & Metabolism Journal,1.0,0.0,0.0
2012,Chemical Society Reviews,4.0,4.0,4.0
2012,Frontiers in Pharmacology,10.0,7.0,7.0
2012,Annals of the New York Academy of Sciences,18.5,17.0,17.0
2012,European Journal of Clinical Microbiology & Infectious Diseases,7.0,4.0,4.0
2012,International Journal of Epidemiology,12.0,10.0,9.5
2012,Health and Quality of Life Outcomes,5.0,3.0,3.0
2012,Acta Diabetologica,9.0,6.0,6.0
2012,Journal of Medical Internet Research,1.0,1.0,1.0
2012,Journal of Pharmacy And Bioallied Sciences,7.0,4.0,3.5
2012,Diabetology International,17.0,13.0,13.0
2012,International Journal of Andrology,11.0,9.0,8.5
2012,Investigative Ophthalmology & Visual Science,4.0,4.0,4.0
2012,Cardiovascular Research,7.0,7.0,7.0
2012,Seminars in Cell and Developmental Biology,2.0,2.0,2.0
2012,Diabetes & Metabolism,16.0,13.0,13.0
2012,Nutrition Research Reviews,3.0,2.0,2.0
2012,Pharmacognosy Reviews/Bioinformatics Trends/Pharmacognosy review,0.0,0.0,0.0
2012,Neurology,9.0,9.0,9.0
2012,Current Opinion in Pediatrics,20.0,14.0,13.8
2012,Physiology & Behavior,13.0,12.0,12.0
2012,European Journal of Clinical Nutrition,9.0,8.0,8.0
2012,International Journal of Clinical Pharmacy,10.0,7.0,6.6667
2012,Circulation Research,6.5,5.5,4.2083
2012,European Journal of Cancer,11.0,6.0,6.0
2012,PLoS Medicine,4.0,4.0,4.0
2012,Reviews in Endocrine and Metabolic Disorders,35.0,29.0,29.0
2012,Journal of the American Medical Informatics Association,0.0,0.0,0.0
2012,The Journal of Immunology,2.5,1.5,1.5
2012,Endocrine Practice,81.0,71.0,71.0
2012,Mediators of Inflammation,11.0,8.5,8.5
2012,Lipids,4.5,4.0,4.0
2012,Diabetes and Vascular Disease Research,9.0,5.0,4.5
2012,Nature Reviews Neurology,19.0,16.0,16.0
2012,Journal of science and medicine in sport,23.0,18.0,18.0
2012,Current Diabetes Reviews,6.0,5.0,4.1667
2012,Human Reproduction Update,6.0,5.0,5.0
2012,Journal of Clinical Hypertension,25.0,20.0,19.5
2012,Medicine,15.0,14.0,14.0
2012,Journal of Neuroscience,1.0,1.0,1.0
2012,The American Journal of Cardiology,1.0,1.0,1.0
2012,Clinical Endocrinology,1.0,1.0,1.0
2012,European Journal of Pharmacology,0.0,0.0,0.0
2012,Health Affairs,6.0,4.0,4.0
2012,Trends in Biochemical Sciences,2.0,2.0,2.0
2012,Annual Review of Medicine,7.0,4.5,4.5
2012,Cancer,14.0,10.0,10.0
2012,Molecular Carcinogenesis,22.0,19.0,19.0
2012,Journal of Ethnopharmacology,0.0,0.0,0.0
2012,Journal of Thyroid Research,0.0,0.0,0.0
2012,Bone,1.0,1.0,1.0
2012,EMBO Molecular Medicine,2.0,2.0,2.0
2012,Annals of Saudi Medicine,10.0,9.0,9.0
2012,Metabolism,60.0,51.0,50.5
2012,Social Science & Medicine,8.0,5.0,4.4167
2012,BMC Public Health,12.0,8.0,8.0
2012,Trends in Endocrinology and Metabolism,9.0,8.0,8.0
2012,Journal of Bone and Mineral Research,8.0,7.0,7.0
2012,Laboratory Animals,5.0,4.0,4.0
2012,Acta Physiologica,2.0,0.0,0.0
2012,European journal of medical research,17.0,14.0,14.0
2012,The Journal of Steroid Biochemistry and Molecular Biology,10.0,9.0,9.0
2012,Journal of Clinical Oncology,3.0,3.0,3.0
2012,Obesity Reviews,9.0,8.0,8.0
2012,Ophthalmology,0.0,0.0,0.0
2012,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),4.0,4.0,4.0
2013,Diabetes,6.8667,5.4667,5.4667
2013,Journal of Applied Physiology,3.0,2.0,2.0
2013,Nature,3.6667,3.6667,3.6667
2013,Annals of Internal Medicine,14.3333,13.6667,13.6667
2013,The Lancet,19.75,16.0,16.0
2013,Clinical Therapeutics,14.0,13.0,13.0
2013,Journal of Bone and Joint Surgery,5.0,5.0,5.0
2013,Diabetes Research and Clinical Practice,7.5,5.25,5.1667
2013,Cold Spring Harbor Perspectives in Medicine,21.75,18.0,17.75
2013,Cell Metabolism,5.75,4.0,3.875
2013,Diabetologia,9.4,7.55,7.5417
2013,Endocrine Reviews,21.0,18.5,18.5
2013,PubMed,6.0,5.0,5.0
2013,The Journal of Pathology,3.0,3.0,3.0
2013,Journal of Clinical Investigation,5.0,4.25,4.0417
2013,Clinical Chemistry,49.5,40.0,39.8333
2013,Nature Medicine,6.0,6.0,6.0
2013,Nature reviews. Immunology,28.0,23.0,23.0
2013,Diabetes Care,15.0492,12.377,12.3101
2013,Metabolism,2.0,2.0,2.0
2013,BMC Pregnancy and Childbirth,6.5,5.0,5.0
2013,New England Journal of Medicine,9.1579,8.0526,7.9825
2013,Translational research,8.0,7.0,6.875
2013,Indian Journal of Endocrinology and Metabolism,13.0,11.3333,11.2778
2013,Clinical Chemistry and Laboratory Medicine (CCLM),7.0,5.0,5.0
2013,Yearbook of Sports Medicine,1.0,1.0,1.0
2013,American Journal of Preventive Medicine,2.0,2.0,2.0
2013,Clinical Science,16.0,12.0,12.0
2013,American Journal of Clinical Nutrition,11.5,8.5,8.2292
2013,Nutrition Metabolism and Cardiovascular Diseases,33.5,30.0,29.5833
2013,Nature Reviews Endocrinology,17.3636,15.4545,15.3636
2013,Antioxidants and Redox Signaling,29.0,26.0,25.6667
2013,European Heart Journal,3.0,3.0,3.0
2013,Diabetic Medicine,6.3636,4.9091,4.7576
2013,Experimental Biology and Medicine,6.0,4.0,4.0
2013,Health Affairs,6.5,6.5,6.5
2013,British Journal of Pharmacology,16.0,13.0,12.5
2013,Endocrine Related Cancer,16.0,12.5,12.5
2013,Frontiers in Neurology,14.0,12.0,12.0
2013,BMJ,11.2857,9.2857,9.3214
2013,The Diabetes Educator,3.5,3.5,3.5
2013,Nutrition Research,2.0,1.0,1.0
2013,Journal of Affective Disorders,15.0,11.0,11.0
2013,American Journal of Public Health,6.0,6.0,5.5
2013,BMC Medicine,10.0,8.5,8.5
2013,European Journal of Epidemiology,5.0,5.0,4.6667
2013,Nature Genetics,10.0,7.6667,7.6667
2013,Endocrine,0.0,0.0,0.0
2013,PLoS ONE,8.3333,7.3333,7.25
2013,Hypertension,11.0,6.0,6.0
2013,Current Diabetes Reports,5.75,5.25,5.25
2013,Annals of Behavioral Medicine,4.0,4.0,4.0
2013,American Journal of Physiology-Gastrointestinal and Liver Physiology,0.0,0.0,0.0
2013,Journal of the American Society of Nephrology,4.0,4.0,4.0
2013,Oman Medical Journal,11.0,10.0,10.0
2013,Clinical Journal of the American Society of Nephrology,0.0,0.0,0.0
2013,American Journal of Kidney Diseases,31.0,24.0,24.0
2013,Cytokine,0.0,0.0,0.0
2013,Epidemiologic Reviews,29.0,24.0,24.0
2013,Thrombosis Research,10.0,10.0,10.0
2013,Circulation,8.5,7.3333,7.25
2013,Journal of Andrology,2.0,0.0,0.25
2013,Psychosomatics,30.0,26.0,26.0
2013,The Open Nutraceuticals Journal,1.0,1.0,1.0
2013,Diabetes Spectrum,35.0,31.0,31.0
2013,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,13.0,11.0,11.0
2013,Diabetes Metabolic Syndrome and Obesity,12.0,10.0,10.0
2013,Journal of Diabetes and its Complications,15.0,13.0,13.0
2013,JAMA,7.4286,5.7143,5.7143
2013,Physiological Reviews,52.0,42.0,42.0
2013,Scandinavian Journal of Public Health,2.0,2.0,2.0
2013,Hormone Research in Paediatrics,4.0,3.0,3.0
2013,Archives of Internal Medicine,8.0,6.0,6.0
2013,Archives of Surgery,12.0,11.0,11.0
2013,Journal of Health Communication,5.0,5.0,4.5
2013,Journal of Cellular Biochemistry,12.0,10.0,10.0
2013,Diabetes Obesity and Metabolism,2.5,2.0,2.0
2013,Gut Microbes,3.0,3.0,3.0
2013,International Journal of Clinical Practice,18.0,11.0,10.75
2013,Journal of Laboratory Physicians,3.0,3.0,2.5
2013,British Journal of Biomedical Science,8.0,7.0,7.0
2013,International Journal of Molecular Sciences,2.0,2.0,2.0
2013,PLoS Genetics,7.0,6.3333,6.2222
2013,Cell,25.0,20.0,20.0
2013,Proceedings of the National Academy of Sciences,5.0,3.5,2.8334
2013,BMC Public Health,11.0,8.5,8.25
2013,Science Translational Medicine,1.5,1.0,1.0
2013,Clinical Psychology Review,12.0,10.0,9.6667
2013,Stroke,11.0,8.0,7.1
2013,Diabetes Technology & Therapeutics,9.3333,7.6667,7.5
2013,Diabetes/Metabolism Research and Reviews,8.75,7.5,7.5
2013,Cochrane Database of Systematic Reviews,11.0,8.5,8.5
2013,ISRN Endocrinology,7.0,6.0,6.0
2013,Internal Medicine Journal,11.0,8.0,8.0
2013,Value in Health,4.0,1.0,1.0
2013,Molecular Systems Biology,6.0,4.0,4.0
2013,Trends in Molecular Medicine,6.0,6.0,6.0
2013,Journal of Adolescent Health,7.0,4.0,4.0
2013,Telemedicine Journal and e-Health,4.0,3.0,3.0
2013,World Journal of Diabetes,14.0,9.0,9.0
2013,Journal of Dental Research,11.0,8.0,8.0
2013,Journal of the American Geriatrics Society,38.0,31.0,31.0
2013,Current Atherosclerosis Reports,7.0,6.5,6.25
2013,Diabetes & Metabolism Journal,3.5,3.0,3.0
2013,Journal of the American College of Cardiology,28.0,22.0,22.0
2013,Chemical Society Reviews,5.0,4.0,4.0
2013,Frontiers in Pharmacology,5.5,5.0,4.75
2013,European Journal of Clinical Microbiology & Infectious Diseases,7.0,6.0,6.0
2013,International Journal of Epidemiology,12.0,10.0,10.0
2013,Diabetology & Metabolic Syndrome,8.0,6.5,6.5
2013,Journal of Medical Internet Research,4.0,4.0,4.0
2013,Hepatology,1.0,1.0,1.0
2013,Journal of Pharmacy And Bioallied Sciences,7.0,5.0,5.0
2013,The Journal of Experimental Medicine,7.0,6.0,6.0
2013,BMC Health Services Research,9.0,7.0,6.5
2013,Cardiovascular Research,9.0,7.0,6.1667
2013,The Journal of Clinical Endocrinology & Metabolism,9.0,7.0,7.0
2013,Diabetes & Metabolism,11.5,9.0,8.8333
2013,Seminars in Cell and Developmental Biology,3.0,1.0,1.0
2013,International Journal of Vascular Medicine,37.0,30.0,30.0
2013,Pharmacognosy Reviews/Bioinformatics Trends/Pharmacognosy review,0.0,0.0,0.0
2013,European Journal of Clinical Nutrition,9.0,8.0,8.0
2013,The Review of Diabetic Studies,33.0,25.0,25.0
2013,The Lancet Neurology,31.0,25.0,25.0
2013,International Journal of Clinical Pharmacy,10.0,9.0,8.3334
2013,Current Medicinal Chemistry,0.0,0.0,0.0
2013,Annual Review of Biochemistry,7.0,6.5,6.5
2013,European Journal of Cancer,11.0,8.0,8.0
2013,PLoS Medicine,4.0,4.0,4.0
2013,Journal of Diabetes Investigation,5.5,3.5,3.3333
2013,Hepatology Research,13.0,10.0,8.3334
2013,Journal of the American Medical Informatics Association,0.0,0.0,0.0
2013,The Journal of Immunology,1.0,0.0,0.0
2013,Endocrine Practice,91.0,75.0,74.6667
2013,Journal of science and medicine in sport,26.0,22.0,22.0
2013,Current Diabetes Reviews,15.0,12.0,12.0
2013,Journal of Clinical Hypertension,26.0,23.0,23.0
2013,Journal of Neuroscience,1.0,1.0,1.0
2013,The American Journal of Cardiology,1.0,0.0,0.3333
2013,Clinical Endocrinology,2.0,2.0,2.0
2013,Public Health,7.0,6.0,6.0
2013,Analytica Chimica Acta,2.0,1.0,1.0
2013,Environmental Health Perspectives,7.6667,6.6667,6.6667
2013,The Journal of the American Board of Family Medicine,6.0,6.0,5.6667
2013,Molecular Carcinogenesis,24.0,20.0,19.5
2013,Nature Reviews Drug Discovery,18.0,14.0,14.0
2013,Journal of Ethnopharmacology,0.0,0.0,0.0
2013,Journal of Bone and Mineral Research,14.5,13.0,13.0
2013,Journal of Thyroid Research,0.0,0.0,0.0
2013,Endocrinology,5.0,3.0,3.0
2013,Bone,1.0,1.0,1.0
2013,Asian Pacific Journal of Tropical Biomedicine,5.0,5.0,5.0
2013,Advances in experimental medicine and biology,10.0,9.0,9.0
2013,EMBO Molecular Medicine,2.0,2.0,2.0
2013,Annals of Saudi Medicine,10.0,9.0,9.0
2013,Cancer Science,16.0,14.0,14.0
2013,Obesity Surgery,14.0,9.0,9.0
2013,JAMA Dermatology,2.0,2.0,2.0
2013,Gerontology,3.0,1.0,1.0
2013,Current Opinion in Endocrinology Diabetes and Obesity,11.0,11.0,10.5
2013,Obesity,4.0,3.0,3.0
2013,Laboratory Animals,5.0,5.0,4.6667
2013,Acta Physiologica,2.0,0.0,0.0
2013,Journal of General Internal Medicine,5.0,5.0,4.6667
2013,British Journal of Cancer,9.0,8.0,8.0
2013,Family Practice News,3.0,3.0,3.0
2013,Annals of the New York Academy of Sciences,10.0,9.0,9.0
2013,Journal of Psychosomatic Research,8.0,5.0,5.0
2013,Obesity Reviews,10.0,9.0,9.0
2014,Diabetes Obesity and Metabolism,10.0,8.25,8.25
2014,Diabetes Care,17.25,13.9643,13.8601
2014,The Lancet Diabetes & Endocrinology,19.75,16.5,16.5
2014,New England Journal of Medicine,9.6111,7.9444,7.8981
2014,Globalization and Health,1.0,0.5,0.5
2014,Diabetes,7.6667,5.7333,5.7222
2014,Nature,4.3333,4.0,3.9444
2014,Annals of Internal Medicine,12.0,8.6667,8.6667
2014,Journal of Bone and Joint Surgery,5.0,5.0,5.0
2014,Cell Metabolism,9.5,7.8333,7.8333
2014,Cold Spring Harbor Perspectives in Medicine,22.75,19.25,19.125
2014,Diabetes Research and Clinical Practice,11.4286,8.7143,8.5238
2014,Diabetologia,11.1,8.5,8.5
2014,Endocrine Reviews,31.0,27.0,27.0
2014,The Lancet,26.0,22.0909,22.0909
2014,Journal of Diabetes Science and Technology,7.0,5.0,4.75
2014,Metabolism,2.0,2.0,2.0
2014,JAMA,10.0,9.1429,8.9286
2014,BMC Pregnancy and Childbirth,4.0,2.0,2.0
2014,Endocrinology and Metabolism Clinics of North America,19.3333,16.6667,16.4445
2014,Journal of Diabetes and its Complications,11.0,8.0,8.0
2014,The Journal of Clinical Endocrinology & Metabolism,17.25,13.75,13.6667
2014,European Heart Journal,53.75,43.5,43.5
2014,Investigative Ophthalmology & Visual Science,0.0,0.0,0.0
2014,Journal of Cystic Fibrosis,11.0,10.0,10.0
2014,Translational research,11.0,8.0,7.6667
2014,American Journal of Clinical Nutrition,9.6667,7.6667,7.6667
2014,Journal of Clinical Investigation,5.6,4.8,4.6333
2014,Hormone Molecular Biology and Clinical Investigation,5.0,4.0,4.0
